feature,adjust,hold,lift,other,place,press,rotate,Mean_Importance
y_4_mean_5,0.0035034756723584274,0.0008195878611478069,0.00025508264521032983,0.00041130048696827654,0.0002692645735794064,0.0006292103016908187,0.005354031194784916,0.0016059932479628547
y_19_mean_5,0.0012505863235388606,0.0018374272387281024,0.0003745695962802582,0.0015565278192759355,0.0008035500312516141,0.0009655587170785633,0.004445987032907804,0.0016048866798658767
x_13_mean_5,0.00022914600954072753,0.0019867330739885376,0.0005024392783719952,0.0022656168460728388,0.0023477459003603328,0.0002100961958631086,0.003556497144692746,0.001585467778412898
z_6_std_5,0.004073484918586977,0.0010317082570555868,0.0006318249912047189,0.0012821153648473894,0.0003336184216543679,5.549616849121102e-05,0.0035307977424142863,0.0015627208377506482
x_11_mean_5,0.0005333394226510712,0.00021951178963270764,0.0009556978363047273,0.0015413503217556134,0.004701017326295812,0.0006041801658286163,0.0021861246930181986,0.0015344602222123922
x_1,0.00019660002194231058,0.0012338230728220804,0.0009620648420187104,0.0023183860579246416,0.0005033405324139621,0.0015076698107997786,0.00389245866590711,0.0015163347148326562
z_10_std_5,0.00014982405459298197,0.003670136027360753,3.002548541658383e-05,0.0003368038495818346,0.0010395542705667806,0.0012992823553438682,0.004019858291061774,0.0015064977619892253
z_20,0.004035837165530576,0.00103010573790517,0.0006524573539540986,0.0023465902343512302,0.00027210012013397227,5.734097044307382e-05,0.0020949067694362557,0.0014984769073934823
lmk_15_speed_mean_5,0.0006697564930894639,0.00669334139896732,0.0006690898021592404,0.0008361031153938683,0.0005078104393936548,9.65368149719034e-05,0.0009734106994053262,0.001492292680482968
x_0_delta,0.0001140816364705723,0.0004813924054138004,4.361158556639306e-06,0.003505636271986426,0.0001364733576956449,1.5212895017982858e-05,0.006177449641686293,0.0014906581952610512
z_20_mean_5,0.0014852492362824729,0.0014318259989870988,0.003936901047095021,0.0009121742607851004,0.00019758191964275838,9.129576647155394e-05,0.002119397091410615,0.0014534893315249458
lmk_7_speed_mean_5,0.0006736187809401747,0.004488754003896482,0.00024289357992951556,0.0011239127769630335,0.0004874768666231659,0.0002231323256620538,0.002900515725186149,0.001448614865600082
x_18,0.000251045626317019,0.002220481235142015,0.002155100682580025,0.0006981651825371313,0.00027642975740415694,0.00017844891649088272,0.0043112515410396405,0.0014415604202158388
z_16_std_5,0.0002883120907924538,0.0028532294752923247,0.0007636161491806266,0.0006650936530676572,0.00021899689645649473,4.282981508299763e-05,0.005073020509730305,0.0014150140842289802
y_16_mean_5,0.0019766869445055337,0.0014231918585857035,0.0015263062023563791,0.0005311416473694863,0.0007885366980231299,0.0003579723114817571,0.00328672209130924,0.0014129368219473186
y_12_std_5,0.0008545054374468966,0.001984738559460465,8.849454765461339e-05,0.0026250117200882776,0.0003122709790238764,3.6792254682962514e-05,0.003958323391287142,0.0014085909842348906
y_6_mean_5,0.000660794143577947,0.0006031425019207687,0.0006183866945422969,0.001428049525633126,0.0010928290868133077,0.0007985223358335662,0.004642368205746651,0.001406298927723952
z_2_delta,0.00011651009714446464,0.0004897085086446238,0.006798268419841269,0.001249922578181223,0.0008912415484074558,1.212280215853154e-05,0.0002714985679742225,0.0014041817889073986
y_3_mean_5,0.0029704185853475784,0.0016692361173517869,6.888177250737628e-05,0.000848123886784074,0.00012168469396498272,0.00032263314752268896,0.003768853115723927,0.0013956901884574877
z_8_std_5,0.0017127628772564667,0.0009426424567292136,1.5408729480426662e-05,0.001695654820606065,0.0017785404159025259,8.487168528738475e-05,0.0034041692542046958,0.001376292891352397
y_15,0.0016436027881807898,0.0007176091635448801,0.00026557630266718364,0.0018752313024319933,0.0004991558749113326,0.00023859617905496692,0.004382976959119024,0.0013746783671300246
z_16,0.0036402982508451963,0.0016870117763471042,0.0015763839312771474,0.0010739386320656778,0.0009476825644525961,4.305968823930721e-05,0.0006497069845119402,0.0013740116896769957
y_18,0.0006163622357456716,0.0005056646013719998,0.0003693647164123005,0.002508634081005148,0.0002278715045881029,0.0005256686481990117,0.004860972177851639,0.0013735054235962678
y_13,9.249014495927924e-05,0.005363054448755488,9.277644197934834e-05,0.0010112617627789184,0.00018960136115371787,0.00036868164920524966,0.0023671434040636943,0.0013550013161279567
angle_vec0_1_2,0.0003425032022391101,0.001216973568496381,0.0016853013925410894,0.004421111950439113,0.00010958328717173092,3.6921976157778e-05,0.0015770448533468622,0.0013413486043417234
z_1,0.00022853708427129414,0.0017470296473668747,4.080940725277011e-05,0.0007885647871054413,0.0015975625442644194,0.0005382942381276773,0.004438953731431338,0.0013399644914028307
x_16,0.00020334463302781191,0.00023284001042606135,0.00030814565505799945,0.00042568169090684207,0.0015134295101957341,0.0014504097552285502,0.005045833892893585,0.0013113835925337976
z_18_mean_5,0.00010176994594235718,0.002436038026360135,0.0008487870630581971,0.0006336977219420646,0.000342868579948266,0.00017164670360461046,0.004621475168005499,0.0013080404584087327
lmk_5_speed_mean_5,0.0008710303134231599,0.0013927953823432682,0.0013744481295306246,0.0011133617090387574,0.00107223308049006,0.00027787137331317243,0.0030366230684732236,0.0013054804366588954
lmk_10_speed_mean_5,0.0008147348871266832,0.005224086641946064,0.00011815994683365006,0.0008562831697936707,0.00036934336113522503,0.0006623945112287029,0.0010161003351788216,0.001294443264748974
lmk_11_speed_mean_5,0.0034778461482325726,0.001328103095331837,0.001243645684772439,0.0004797111436188216,0.0004307755567313761,0.00022253026279234352,0.0018677793734321274,0.0012929130378445026
z_13,7.706963704456717e-05,0.0002786491569154746,0.002873662160935905,0.003433361890736282,8.70132211878452e-05,0.00065230957652649,0.0009972326937618856,0.0011998997624440642
y_7_std_5,0.0009628060299786946,0.002426079090688445,8.303483502433264e-05,0.00086950240713629,0.0007854169145222068,0.00039806548267099916,0.002827982936493985,0.0011932696709307075
y_6,0.00025675116844009195,0.0007610092552018971,0.0006499019576406036,0.0022973227402822856,0.00045015892164236446,0.00019964451116874965,0.0036951354619374423,0.0011871320023304906
lmk_7_speed,0.0013386131119838805,0.0017367813147014357,1.6565338818677492e-05,0.004338167673060312,8.679933249305264e-05,1.9469858413964042e-05,0.0007184673063703796,0.0011792662765488147
z_19,0.00029335434763260403,0.0013421276484593381,0.0005260843604886098,0.0043252627266040684,0.0003587816922868247,5.609465635796336e-05,0.0011407351068089312,0.0011489200769483343
y_19,0.0005152323550948437,0.0006168323259386949,0.00014891284249855195,0.0027823334160959785,6.805430127639027e-05,5.747183853678152e-05,0.0035956599254227495,0.001112071000694856
lmk_14_speed_mean_5,0.0007308402100635114,0.0027069779133182224,0.0004013513537738504,0.0007648922590742985,0.000347278499433212,6.293805996830296e-05,0.0027695901427600067,0.0011119812054844864
z_3_delta,6.573785341812222e-05,0.000323021791841193,0.005560658407881682,0.0006743302638462719,0.0009145891038577954,7.924166919307065e-06,0.00014921819582095887,0.0010993542547979042
x_15_mean_5,0.001009906012778167,0.000332740893510989,0.00021107535573152648,0.0008587321872066916,0.0017499435399020787,0.0008443187418221643,0.0025879080805477966,0.0010849464016427733
z_11_mean_5,0.0004558696227097276,0.0007125528728851589,0.0037921686861757038,0.0006863074453182426,0.0010962741509818743,0.0001176942103583818,0.0007065706794354225,0.0010810625239806445
y_5_std_5,0.0004678673538268015,0.003070441036761315,0.000111508818032571,0.001305882245748738,0.00035136873026087663,0.00017769298984098854,0.0020369646667333665,0.0010745322630292369
x_14,0.00048668624012865335,0.0005043907368368514,0.0012325760889424296,0.0005395198115587303,0.00021491195179086683,2.5451698499762473e-05,0.004452934866152336,0.0010652101991299472
x_10,0.0012990721998046974,0.00046889050570452667,7.428452813827118e-05,0.0004573286443888365,0.00014675532061292386,7.442679531077635e-05,0.0048107385694389085,0.0010473566519141344
x_6,0.001041058885382186,0.00030024301065764914,0.00046757985795249597,0.0011743780268122497,0.00030614357571476247,0.0007355232353685435,0.0032442564939053537,0.0010384547265418916
z_1_delta,7.636343785480179e-05,0.00010696127267539364,0.004182240413170933,0.000989412170978797,0.0014026555029713764,1.3822527106518836e-05,0.0003881819547041332,0.0010228053256374219
y_10_std_5,0.000383560922942976,0.0021922866337941186,7.723514788963041e-05,0.0006907742529752652,0.00041767662986397295,0.00016643947993971478,0.0031344734252918166,0.0010089209275282137
z_12_std_5,0.00025317560347312527,0.0012817570589688106,0.0025191782790952174,0.0015392323138258138,0.0002552921273448364,5.903104817768714e-05,0.0011300144338424712,0.0010053829806754232
z_15_mean_5,0.0014042899538121018,0.0013082016641923727,0.0022499754627576057,0.0006171527545186422,0.0003537323413744515,9.842725380488179e-05,0.0008257782035042331,0.0009796510905663268
z_9,0.0006413638833668283,0.00034520446600681343,0.0009968028016237196,0.0033585865973849998,0.0007817839325085792,0.0001536514354122452,0.00048334174866658254,0.0009658192664242525
z_14_mean_5,0.00039465938698089183,0.0019403032029027157,0.00011193750200197297,0.0018362359177235591,0.00031723996247055706,8.854460680398697e-05,0.0020211741413425554,0.0009585849600323198
x_18_delta,0.0001328354923152131,0.0048071406431485055,2.185552309422856e-06,0.0006362483392414565,0.00027734083234267693,2.3036971693342377e-05,0.0008107338362058986,0.0009556459524652167
y_6_std_5,0.0007731944838073791,0.001509096331387091,5.349985302702077e-05,0.0010890328549712706,0.000741533724342943,0.0003290190114720651,0.002183551415532377,0.0009541325249343067
z_5,0.0003072399175070601,0.00019505758324112773,0.0030556071270452668,0.0009600742685121291,0.0007239462966225314,3.171218043811809e-05,0.0013657185294571365,0.0009484794146890527
y_4,0.0014790617702832172,0.0006197036915051366,0.0002684900972868697,0.0010715130834903974,0.00019056032358045048,0.00033838561300768294,0.0025121342374872084,0.0009256926880915661
y_17_delta,8.74786251968816e-05,7.592076997637349e-05,2.4015060967831095e-05,2.925666372477881e-05,8.744772756474897e-05,1.0624052350719829e-05,0.006033924253756281,0.0009069524505053735
x_12,0.00014265524424405054,0.0016621835946210109,0.00012137575112892303,0.0009469178937690383,0.0017929900450251546,0.0003258332760798905,0.0012549992123298114,0.0008924221453139827
z_8,0.0007200660601209276,0.0005889649184145426,0.0022584006954134415,0.0006434605870245462,0.0006633603410665566,0.00013252530688565123,0.0011308643052813571,0.0008768060306010033
z_17,0.0009553392337982437,0.00016946081992871295,0.0028902512212387395,0.0002782833941935036,0.00048218501121238827,2.516464532261772e-05,0.00129623186907978,0.0008709880278248551
z_12_mean_5,0.00040430786333567944,0.0018232078908853825,0.00036221090588313675,0.0008550863124836105,0.001324150959399896,0.00017936615317671911,0.0011037296865632222,0.0008645799673896638
y_16,0.0013204225149265963,0.0009575071795295547,0.00019010648498858466,0.0010401131974414877,0.0003665321949672131,0.0004557389297745031,0.0016075151018254815,0.0008482765147790601
z_19_mean_5,0.00043174181708268447,0.0016336047603491913,9.824417629294373e-05,0.0006674124994291751,0.0002001970921002165,8.813423206167533e-05,0.0027001491418366906,0.0008313548170217966
z_18,0.0002018578138394937,0.002293848284945747,0.0021384024778735612,0.0003143969626321757,9.318507088951375e-05,3.509638153828283e-05,0.0007416028411929439,0.000831198547558817
x_8,0.0001321335661149811,0.00024802173448744663,8.692593028530082e-06,0.00034723418014341795,0.0034704442627553752,0.0005053042071356563,0.0009965114929739,0.0008154774338056152
z_15,0.0017531867262990716,0.0001348372022787627,0.001985482249527324,0.0004860565203211669,0.0002537050214401736,3.95924981767499e-05,0.0006213579693840991,0.0007534597410610497
x_20_delta,3.7333855317514585e-05,0.0009301262572913516,0.0004631372590274737,0.00025168740727049896,0.0029809710592943227,1.3931828628632511e-05,0.00038628268700872617,0.0007233529076912171
x_16_mean_5,0.00021716730082437565,0.0005183641089717911,0.00020662907819236684,0.0013086142999123107,0.00085158814596585,0.00042032295951240236,0.001506675155640664,0.0007184801498599659
y_13_mean_5,0.0001280708668860539,0.0009033264127218135,0.00030780927664972264,0.0006761910682264835,0.001184613095580741,0.00032421538546172275,0.0013609186138541741,0.0006978778170543873
x_15_delta,4.153579575031166e-05,0.00022523154658219874,8.56362401680123e-06,0.00014633547279474304,0.003626476019921721,1.4779617361228445e-05,0.0007168934671925606,0.0006828307919456521
lmk_9_speed_mean_5,0.0004739493447234594,0.0007305450697922898,9.854971454955697e-05,0.0003895415591208301,0.0003782148715992956,0.00019517461542731883,0.0024365088413761784,0.0006717834309412755
lmk_20_speed_mean_5,0.0013723205446027492,0.0006004325723847534,0.0007226409717899149,0.00011138416201674781,0.000600666520124231,7.630545142807803e-05,0.0011022635292280134,0.0006551448216534984
x_7,9.297046804219883e-05,0.00022547916272837388,0.0001485710893002191,0.000479826257679329,0.0012134260155415644,0.0006014652885735715,0.0016834871355315701,0.000635032202485261
lmk_6_speed_mean_5,0.0004885225114170624,0.000544371403550212,0.0006765318998623017,0.0007589610335807524,0.00022143555478201394,0.00018833173755730727,0.0014137179096071909,0.0006131245786224058
x_15,0.0004582088149380354,0.0008856990695334699,0.0014254873676421932,0.0002936341263090564,0.00019035255867156034,0.000107029917263637,0.0008034405775801247,0.0005948360617054395
x_19_delta,0.00024688761962502473,0.0014829174415599308,0.0005275632762181339,0.0008093310116201548,0.0006756991670178405,1.5589111623621976e-05,0.0003623483883300227,0.0005886194308563899
x_11,8.023472067109496e-05,0.0009794808583428118,0.0009459589558055434,0.00039427927608479943,0.00027173703829328784,0.0001791636938174232,0.0010973110463279956,0.0005640236556204223
z_14,7.725595139476929e-05,0.0005569364352852917,8.434965153176295e-05,0.001808801500517739,0.00047443950422146726,9.905558563510682e-05,0.0007800448488314242,0.0005544119253453659
z_20_delta,3.197266487587076e-05,0.0005863967451260385,3.07150038710296e-07,0.0001989999315169077,0.00236644684230416,1.0887376593819843e-05,0.0001584341598329506,0.000479063552898351
y_6_delta,3.625094834457759e-05,0.00011704485208514475,7.117642585696154e-06,0.0009586281786408666,1.1927828328661378e-05,1.1299727422848246e-05,0.0021699911362352835,0.0004731800448061541
z_10,0.0001547534305464971,0.00015847943617917643,0.0002993662662169872,0.0020273753237631652,0.0002431822482873181,8.050987930410927e-05,0.00025626364651101715,0.00045999003297261
x_2_delta,0.00013539936571085214,0.0005388570381614135,0.0005800252741343193,0.000325025153259235,0.00014411385252427613,4.587452078985832e-05,0.00137362815482757,0.00044898905134393204
y_0_delta,3.940291196440258e-05,0.0001156526219886103,0.0007900003214943,0.001363199414534312,0.00017063999720064456,1.0232487057134493e-05,0.0006270865821414446,0.0004451734766258356
z_0_delta,2.5986831901737308e-05,9.824773759126432e-05,0.0011484624257455892,0.0007748020860259244,0.0004055713106426438,6.7691959344220555e-06,0.0005359379974589979,0.00042796822647151134
x_8_delta,8.908951543463593e-05,0.00048223517764917447,0.00033057415780192353,0.0006098153824563483,0.0003062347829010735,1.5918901794918097e-05,0.0008859885762996511,0.00038855092776253215
x_9_delta,1.6983501357645642e-05,0.0005977025240140986,0.00018335176499955773,0.00024094228287927207,0.00031275668770381,7.471885915332266e-06,0.0012894672309149348,0.0003783822682549501
x_17_delta,1.5851678009332496e-05,0.0004987757118041754,0.0006117460517625164,0.0006852872120860523,0.00023651438402581633,1.1921570412273249e-05,0.0004608927526987857,0.0003601413372569932
x_7_delta,0.0011306609172586646,4.843187382093589e-05,5.135078509677381e-06,9.197950631541345e-05,0.00023015996428085982,2.9217371696748804e-05,0.0009727030262955752,0.0003583268197396965
lmk_6_speed,0.000244399749895182,0.0012654115949879182,0.00016306960545769657,7.322426483848556e-05,7.995028402837202e-05,0.00014927279953221473,0.0005018318978808221,0.00035388002808867016
z_12,5.6572072817371436e-05,0.00015784737146616286,0.0006775117545631399,0.0004896073103465606,0.00030099119763443,3.091877960023497e-05,0.0006966734456557879,0.00034430313315481255
z_6,8.149876086863922e-05,9.015665598337478e-05,5.629270511300849e-05,0.0001958728507138166,0.000263642322921327,0.0010380164288650601,0.0006130910789211637,0.0003340815433409129
y_1_delta,7.679562557511549e-05,0.00011980406781483649,0.00014156460967336166,0.0014692510747931836,1.9940490546009736e-05,2.016901891519294e-05,0.0003867441528741003,0.0003191812914559714
x_14_delta,8.767325517084303e-05,0.00071745092678622,0.00021245253748974343,0.000298734594180999,0.0006183205027808518,5.356374498794138e-06,0.0002571097859656394,0.00031387113955329873
x_13_delta,3.4056177505755355e-05,0.0003946737162971824,0.0005620279937834236,0.0005433255861589276,8.612243633659235e-05,1.7797407713463396e-05,0.0005583725128430417,0.0003137679758054838
y_2_delta,3.623163812958008e-05,7.591323258765053e-05,1.3576462478068915e-05,0.0002219981530736554,6.273377009550798e-05,7.719324055315502e-06,0.001602508018677551,0.00028866865701390423
y_7_delta,2.6877702705874484e-05,7.123398972933397e-05,1.1587177064591896e-06,0.00017246930715337505,9.373799811651725e-05,1.738506616004089e-05,0.0016094150903924007,0.00028461112456628593
x_5_delta,0.0002428834555415222,7.784239113448429e-05,5.500447004448805e-06,0.0003035297539898706,0.00037582355162932974,2.9613888518360343e-06,0.0009238157833019025,0.0002760509673504849
z_19_delta,5.866361076162781e-06,0.0009605610755518298,3.9453024061729495e-06,4.849224018183087e-05,0.0007175251584126344,1.2790995645297285e-05,0.00018155885288463356,0.0002758199980226517
y_11_delta,3.776921623712349e-05,0.00026670914225297335,2.425152786258141e-06,0.0004737199650453228,0.000183167439615809,3.511202623503314e-05,0.0008466782140499076,0.0002636544508889182
z_16_delta,2.636895414484182e-05,0.00030600707746847766,0.0001223435491761937,0.0002643979174058018,0.0008462598972060587,8.47060243151421e-06,0.00026642481608549727,0.00026289611627405504
x_4_delta,3.747791664611321e-05,0.0004200870485896379,0.00027557070194625844,0.00028271451190376015,0.0004065624566567992,2.200171348293877e-05,0.0003742209421693696,0.0002598050416278396
x_1_delta,7.446737126315312e-05,0.00017409855333407143,0.0008148533077825898,0.0002913613197244341,1.1263443110793126e-05,4.001050813415921e-05,0.00038843824330309003,0.00025635610666461297
z_11,6.800242371555056e-05,0.0004494180384588721,5.740658498965603e-05,0.00039294223534914276,0.00040426028814873717,7.396686828305242e-05,0.00031472536269547247,0.0002515316859486405
y_14_delta,7.386372508835047e-05,0.00036528682612351073,1.2116752867399227e-05,0.0001795841445420084,0.00023439348022984664,9.994361320835911e-06,0.0008557176089852893,0.0002472795570224629
z_13_delta,0.00014089802043096883,0.00017476371849994078,9.452634124177734e-07,2.691648201413745e-05,0.000310520927741245,1.2663621502382533e-05,0.0010279675131720123,0.0002420965066818721
x_12_delta,2.671827539212334e-05,0.0002428567018868962,4.361854555902865e-06,0.0005573500537413551,0.00010057800197062119,1.0995242664672647e-05,0.0007163268187204345,0.00023702670699028656
y_3_delta,5.321280294003979e-05,0.00026627210245638383,1.2942620968726244e-05,0.0002708510695203227,0.00013315587172864238,1.4377150880123345e-05,0.0007654664714562851,0.00021661115570721762
z_12_delta,7.450391692989741e-05,0.00016093502513544675,0.00014444517525674566,0.00018386625812747044,0.0003929347462464439,8.742364080659552e-06,0.0005215380877168518,0.0002124236533562165
y_16_delta,4.57235236656191e-05,4.661544090221059e-05,1.4145677420499426e-05,0.00020084645187001777,0.00017351533907618066,1.4885313040101549e-05,0.0009910922939758522,0.00021240343427864015
y_19_delta,2.5643728124289037e-05,6.344454734536067e-05,1.6963618385053973e-06,0.00016214701391539238,0.00022742553034238035,8.115143411886766e-06,0.0009859525429489482,0.00021063212398953753
y_18_delta,5.552027835193925e-05,5.4951169802553626e-05,9.650895117418261e-05,0.00014328120350166776,7.856175945032725e-05,5.114816025150478e-06,0.001032952203472878,0.0002095557688255284
x_10_delta,2.159953716122476e-05,0.0003809674437427838,6.438555647697852e-06,0.0006222942844770238,0.00019726631948855064,5.044310423832094e-06,0.000198270757775852,0.00020455445838813782
y_4_delta,2.7159502096645018e-05,0.00015335852746823552,4.0378029148505805e-05,5.8216315019788094e-05,0.00019828610916347865,3.08647942697283e-05,0.0009174060237698958,0.00020366704299089674
z_17_delta,6.12650756204143e-05,0.00018918168624729788,1.6365149553964092e-05,7.46543584976337e-05,0.0002894033500353667,1.3758069690858256e-05,0.0007344440137665575,0.00019701024334458462
z_15_delta,1.0636695707218656e-05,3.080755825475943e-05,6.221740682814695e-06,7.942070403963678e-05,0.0008518199960762798,2.3415630849458262e-05,0.0003180014341113072,0.0001886176799602107
x_16_delta,3.5398071339404086e-05,0.0001887033661769158,9.708468764544628e-06,0.00013644147291909077,0.0007205608739698531,7.67367498422008e-06,0.0002042899837301392,0.00018611084455488107
x_6_delta,9.523374212263809e-06,5.604366375236083e-05,4.921484004618883e-06,0.00010279261141721482,0.0007006175169909501,1.1648062863419263e-05,0.0004132371884934866,0.00018554055739061634
y_8_delta,0.00015388812245959382,3.625468868883572e-05,2.1578006257302936e-05,9.127036095948101e-05,5.480831681794527e-05,2.59963491291787e-05,0.0008669951294529591,0.00017868442482361379
z_14_delta,1.9836778199646627e-05,2.8534501260620825e-05,6.529902797257153e-06,0.00022724818215614798,0.0002583374779182043,1.1930961086787732e-05,0.0006477844429490043,0.00017145746376680984
x_11_delta,1.9020079800619493e-05,6.341891848899638e-05,3.0977959568969142e-06,1.3300081744687494e-05,0.0005174081986389946,8.713411520061354e-06,0.00048707816442512006,0.0001588623786536252
y_9_delta,5.81832906896015e-05,0.0001516898363928478,5.392623563140541e-07,0.00023108057713550195,0.00016917650072838198,8.05243208082681e-06,0.00047808736522904924,0.00015668703780178904
y_5_delta,6.86368560912786e-05,9.727259611603915e-05,1.4462064778013034e-06,0.0004002360935571472,0.000169542883643843,1.5106423347593158e-05,0.0003046527609329001,0.00015098483145237183
z_8_delta,4.712166833314495e-05,0.00010031805249196947,2.7062699692557988e-05,0.00046142573581342094,0.00015636567886899295,2.0852792147761468e-05,0.0002186350011605747,0.0001473973755012032
x_3_delta,3.3599406072991064e-05,0.00027857354711126797,1.6622717470229506e-05,0.000144493675420813,0.00023921058138460632,2.3128993509138016e-05,0.0002945363944432899,0.0001471664736303337
y_12_delta,4.663950660016157e-05,0.00023634898815679914,1.3666876719489595e-05,0.0002531962346435224,0.00018693479203774066,7.585371662787038e-06,0.0002699095684817736,0.000144897334043182
z_6_delta,8.751045562422254e-05,3.6592656308503405e-05,9.974541173663738e-07,5.995700270069319e-05,0.0003836594099170537,7.506414504485471e-06,0.00038384413769182874,0.00013715250440916478
y_15_delta,2.8565210580695207e-05,6.74128115099784e-05,1.2175525693276349e-06,0.0001570054170225829,0.0001025893609495579,6.554535345758076e-06,0.0005161858356882165,0.00012564724623801666
y_20_delta,5.4702345205230496e-05,0.0003576866447106714,7.30038563398651e-07,9.481190354968652e-05,2.7352366192022724e-05,1.4639456108956468e-05,0.00025869756530869114,0.00011551718851980822
z_5_delta,1.227134608822727e-05,5.737879538533335e-05,2.5052708867115827e-05,0.00024474465385798894,0.000246738726285344,4.2231174997856064e-06,0.0002179275701201765,0.00011547670258628165
z_18_delta,8.384928005701384e-06,0.0003702859239436836,1.6146347677770614e-05,8.884680530155943e-05,0.00010032099782492195,9.504759033991431e-06,0.00014874626436432042,0.00010603371802170696
z_11_delta,4.494312367326382e-05,4.559908402584613e-05,1.9505639109911346e-05,9.842142690887727e-05,1.776130037045496e-05,1.9006721025152812e-05,0.0004876791115536705,0.00010470234380959669
y_13_delta,3.0800672594306554e-05,9.456054940571862e-05,3.7717451802792234e-06,0.0002989961789112652,4.808205579096174e-05,8.727332198893307e-06,0.00024035292175478764,0.0001036130651194589
z_10_delta,1.3713186779905953e-05,0.00010572132802319292,3.437906233000592e-06,0.00012293029928290357,0.00022562480864443134,1.2719273075105681e-05,0.0001701792896969955,9.347515596221937e-05
z_9_delta,3.056096010251493e-05,5.3660750993720476e-05,1.179493945294446e-06,0.00011084161708064024,1.208130694096912e-05,2.0224669494143458e-05,0.00013012931742157426,5.1239730854122415e-05
y_10_delta,1.9281806069810682e-05,6.472564637865478e-05,7.427870960117749e-06,0.00012275715294251974,2.0889955902751976e-05,2.033097842515925e-05,9.923256234165869e-05,5.06637104315247e-05
z_7_delta,9.269235411884907e-05,5.165548588631738e-05,2.108687267348767e-07,4.670557267370287e-05,1.157145773796845e-05,5.0911652004363275e-06,0.00014657010183803716,5.064242945457802e-05
